competitor,competitor_product,vos_product,vos_url,score,confidence,competitor_url
vampirevape.co.uk,horizontech aquila tank-stainless steel,horizontech aquila sub ohm tank all colours available,https://vapeonlinestore.co.uk/products/horizontech-aquila-tank,1.0,reviewed,https://www.vampirevape.co.uk/horizontech-aquila-tank-stainless-steel
vampirevape.co.uk,horizontech aquila tank-blue,horizontech aquila sub ohm tank all colours available,https://vapeonlinestore.co.uk/products/horizontech-aquila-tank,1.0,reviewed,https://www.vampirevape.co.uk/horizontech-aquila-tank-blue
vampirevape.co.uk,horizontech aquila coils - 3pk,horizontech aquila replacement coils,https://vapeonlinestore.co.uk/products/horizontech-aquila-replacement-coils,1.0,high,https://www.vampirevape.co.uk/horizontech-aquila-coils-3pk
vampirevape.co.uk,vaporesso luxe x replacement pods - 2pk,vaporesso luxe x replacement pods pack of 2,https://vapeonlinestore.co.uk/products/vaporesso-luxe-x-replacement-pods,1.0,high,https://www.vampirevape.co.uk/vaporesso-luxe-x-replacement-pods-2pk
vampirevape.co.uk,voopoo mtl pnp replacement pods - 2pk,voopoo pnp mtl replacement pods pack of 2,https://vapeonlinestore.co.uk/products/voopoo-pnp-mtl-replacement-pods,1.0,high,https://www.vampirevape.co.uk/voopoo-mtl-pnp-replacement-pods-2pk
vampirevape.co.uk,Oxva Origin 2 Kit,oxva origin 2 pod kit price,https://vapeonlinestore.co.uk/products/oxva-origin-2-pod-kit,1.0,high,https://www.vampirevape.co.uk/oxva-origin-2-kit-gunmetal
vampirevape.co.uk,voopoo argus mt vape kit,voopoo argus mt vape kit,https://vapeonlinestore.co.uk/products/voopoo-argus-mt-vape-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-mt-vape-kit
vampirevape.co.uk,double drip nic salts berry blitz 10ml e-liquid,double drip 50/50 10ml nic salt e-liquid,https://vapeonlinestore.co.uk/products/double-drip-50-50-e-liquid-10ml,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-nic-salts-berry-blitz-10ml-e-liquid
vampirevape.co.uk,smok ta coils - 5pk,smok ta coils,https://vapeonlinestore.co.uk/products/smok-ta-coils,1.0,high,https://www.vampirevape.co.uk/smok-ta-coils-5pk
vampirevape.co.uk,vaporesso luxe xr empty replacement pods - 2pk,Vaporesso Luxe X And Xr Refill Pods,https://vapeonlinestore.co.uk/products/vaporesso-luxe-x-xr-replacement-pods,1.0,high,https://www.vampirevape.co.uk/vaporesso-luxe-xr-empty-replacement-pods-2pk
vampirevape.co.uk,uwell caliburn a3 replacement pods - 4pk,uwell caliburn a3 replacement pods pack of 4,https://vapeonlinestore.co.uk/products/uwell-caliburn-a3-replacement-pods,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-a3-replacement-pods-4pk
vampirevape.co.uk,smok rpm 85 & rpm 100 empty pods - rpm2 - 2ml - 3pk,smok rpm 2 replacement pods pack of 3,https://vapeonlinestore.co.uk/products/smok-rpm-2-pods,1.0,reviewed,https://www.vampirevape.co.uk/smok-rpm-85-rpm-100-empty-pods-rpm2-2ml-3pk
vampirevape.co.uk,Vape Bar Salts Cola 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-cola-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Grape 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-grape-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Kiwi Passion Fruit Guava 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-kiwi-passion-fruit-guava-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Nrg Ice 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-nrg-ice-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Pink Lemonade 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-pink-lemonade-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Strawberry Ice 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-strawberry-ice-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Watermelon 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-watermelon-10ml-e-liquid
vampirevape.co.uk,vaporesso xros 3 mini vape pod kit,Vaporesso Xros 3 Mini Pod Vape Kit,https://vapeonlinestore.co.uk/products/vaporesso-xros-3-mini-pod-kit,1.0,high,https://www.vampirevape.co.uk/vaporesso-xros-3-mini-vape-pod-kit
vampirevape.co.uk,aspire gotek x kit-translucent royal blue,Aspire Gotek X Pod Kit,https://vapeonlinestore.co.uk/products/aspire-gotek-x-pod-kit,1.0,reviewed,https://www.vampirevape.co.uk/aspire-gotek-x-kit-translucent-royal-blue
vampirevape.co.uk,Aspire Gotek X Vape Pod Kit,Aspire Gotek X Pod Kit,https://vapeonlinestore.co.uk/products/aspire-gotek-x-pod-kit,1.0,high,https://www.vampirevape.co.uk/aspire-gotek-x-vape-pod-kit
vampirevape.co.uk,voopoo argus empty replacement pods - 2pk,voopoo argus replacement pods,https://vapeonlinestore.co.uk/products/argus-replacement-pods-by-voopoo,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-empty-replacement-pods-2pk
vampirevape.co.uk,Oxva Xlim C Kit,oxva xlim c vape kit,https://vapeonlinestore.co.uk/products/oxva-xlim-c-vape-kit,1.0,high,https://www.vampirevape.co.uk/oxva-xlim-c-kit-black-camo
vampirevape.co.uk,lost vape thelema mini vape kit,lost vape thelema mini vape kit,https://vapeonlinestore.co.uk/products/lost-vape-thelema-mini-vape-kit,1.0,high,https://www.vampirevape.co.uk/lost-vape-thelema-mini-vape-kit
vampirevape.co.uk,Uwell Caliburn Tenet Vape Pod Kit,uwell caliburn tenet vape kit,https://vapeonlinestore.co.uk/products/uwell-caliburn-tenet-pod-kit,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-tenet-vape-pod-kit-iron-gray
vampirevape.co.uk,innokin endura t20-s kit-blue,innokin endura t20 s vape pen kit,https://vapeonlinestore.co.uk/products/innokin-vape-pen-endura-t20-s,1.0,reviewed,https://www.vampirevape.co.uk/innokin-endura-t20-s-kit-blue
vampirevape.co.uk,innokin endura t20-s vape pen kit,innokin endura t20 s vape pen kit,https://vapeonlinestore.co.uk/products/innokin-vape-pen-endura-t20-s,1.0,high,https://www.vampirevape.co.uk/innokin-endura-t20-s-vape-pen-kit
vampirevape.co.uk,Innokin Klypse Pod Kit,innokin klypse pod kit,https://vapeonlinestore.co.uk/products/innokin-klypse-pod-kit,1.0,high,https://www.vampirevape.co.uk/innokin-klypse-pod-kit-charcoal-black
vampirevape.co.uk,innokin klypse pod kit - chartreuse yellow-green,innokin klypse pod kit,https://vapeonlinestore.co.uk/products/innokin-klypse-pod-kit,1.0,reviewed,https://www.vampirevape.co.uk/innokin-klypse-pod-kit-chartreuse-yellow-green
vampirevape.co.uk,innokin endura apex vape pen kit,innokin endura apex 18w vape kit,https://vapeonlinestore.co.uk/products/innokin-endura-apex-vape-kit,1.0,reviewed,https://www.vampirevape.co.uk/innokin-endura-apex-vape-pen-kit
vampirevape.co.uk,Vape Bar Salts Blue Raspberry Lemonade 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-blue-razz-lemonade-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Blue Sour Raspberry 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-blue-sour-raspberry-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Blueberry 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-blueberry-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Cherry Raspberry Strawberry Ice 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-cherry-raspberry-strawberry-ice-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Mango 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-mango-10ml-e-liquid
vampirevape.co.uk,ske crystal plus prefilled pods - 20mg - 2pk,Ske Plus Prefilled Pods 20Mg,https://vapeonlinestore.co.uk/products/ske-crystal-plus-pre-filled-pods-20mg,1.0,high,https://www.vampirevape.co.uk/ske-crystal-plus-prefilled-pods-20mg-2pk
vampirevape.co.uk,geek vape m coils - 5pk,geekvape m series coils – maximum clouds for the z max tank (pack of 5),https://vapeonlinestore.co.uk/products/geekvape-m-series-coils-pack-of-5,1.0,reviewed,https://www.vampirevape.co.uk/geek-vape-m-coils-5pk
vampirevape.co.uk,Smok Novo 5 Kit,smok novo 5 vape pod kit,https://vapeonlinestore.co.uk/products/smok-novo-5-vape-pod-kit,1.0,high,https://www.vampirevape.co.uk/smok-novo-5-kit-green-blue-cobra
vampirevape.co.uk,smok novo 5 replacement pods - 3pk,smok novo 5 replacement pods,https://vapeonlinestore.co.uk/products/smok-novo-5-replacement-pods,1.0,high,https://www.vampirevape.co.uk/smok-novo-5-replacement-pods-3pk
vampirevape.co.uk,aspire tsx replacement pods - 2pk,aspire cyber s/x tsx replacement pods pack of 2,https://vapeonlinestore.co.uk/products/aspire-cyber-s-x-tsx-replacement-pods,1.0,reviewed,https://www.vampirevape.co.uk/aspire-tsx-replacement-pods-2pk
vampirevape.co.uk,aspire tg replacement pods - 2pk,aspire tg replacement pods pack of 2,https://vapeonlinestore.co.uk/products/aspire-tg-replacement-pods,1.0,high,https://www.vampirevape.co.uk/aspire-tg-replacement-pods-2pk
vampirevape.co.uk,oxva xlim v3 top fill replacement pods - 3pk,oxva xlim v3 (top fill) replacement pod cartridges,https://vapeonlinestore.co.uk/products/oxva-xlim-v3-pods,1.0,high,https://www.vampirevape.co.uk/oxva-xlim-v3-top-fill-cartridge-3pk
vampirevape.co.uk,innokin prism apex vape tank,innokin prism apex tank,https://vapeonlinestore.co.uk/products/innokin-prism-apex-tank,1.0,high,https://www.vampirevape.co.uk/innokin-prism-apex-vape-tank
vampirevape.co.uk,innokin z force vape tank,innokin z force vape replacement tank,https://vapeonlinestore.co.uk/products/z-force-vape-tank-by-innokin,1.0,high,https://www.vampirevape.co.uk/innokin-z-force-vape-tank
vampirevape.co.uk,innokin mvp replacement pods - 3pk,innokin mvp replacement pods: the reliable workhorse for mtl vapers,https://vapeonlinestore.co.uk/products/mvp-replacement-pods-by-innokin,1.0,reviewed,https://www.vampirevape.co.uk/innokin-mvp-replacement-pods-3pk
vampirevape.co.uk,innokin sceptre coils - 5pk,innokin sceptre replacement coils pack of 5,https://vapeonlinestore.co.uk/products/innokin-sceptre-replacement-coils,1.0,high,https://www.vampirevape.co.uk/innokin-sceptre-coils-5pk
vampirevape.co.uk,geek vape sonder q vape pod kit,geekvape sonder q pod vape kit,https://vapeonlinestore.co.uk/products/geekvape-sonder-q-pod-kit,1.0,high,https://www.vampirevape.co.uk/geek-vape-sonder-q-vape-pod-kit
vampirevape.co.uk,elfbar elfa pro pod kit rechargeable,elf bar elfa pro prefilled pod vape kit price,https://vapeonlinestore.co.uk/products/elf-bar-elfa-pro-pod-kit,1.0,high,https://www.vampirevape.co.uk/elfbar-elfa-pro-prefilled-vape-kit
vampirevape.co.uk,elfbar elfa pro prefilled pods - 20mg - 2pk,Elfa Pro 20Mg Prefilled Pods,https://vapeonlinestore.co.uk/products/apple-peach-elfa-pro-prefilled-pods,1.0,high,https://www.vampirevape.co.uk/elfbar-elfa-pro-prefilled-pods-20mg-2pk
vampirevape.co.uk,uwell caliburn a3s replacement pods - 4pk,uwell caliburn a3s replacement pods,https://vapeonlinestore.co.uk/products/uwell-caliburn-a3s-replacement-pods,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-a3s-replacement-pods-4pk
vampirevape.co.uk,Innokin Klypse Zip Kit,innokin klypse zip kit,https://vapeonlinestore.co.uk/products/innokin-klypse-zip-kit,1.0,high,https://www.vampirevape.co.uk/innokin-klypse-zip-kit-graphite
vampirevape.co.uk,freemax marvos crc replacement pod - 1pk,freemax marvos crc replacement pod,https://vapeonlinestore.co.uk/products/freemax-marvos-crc-replacement-pod,1.0,high,https://www.vampirevape.co.uk/freemax-marvos-crc-replacement-pod-1pk
vampirevape.co.uk,Oxva Artio Kit,oxva artio pod kit price,https://vapeonlinestore.co.uk/products/oxva-artio-pod-kit,1.0,high,https://www.vampirevape.co.uk/oxva-artio-kit-gunmetal
vampirevape.co.uk,innokin endura t22 pro vape kit,innokin endura t22 pro vape kit,https://vapeonlinestore.co.uk/products/innokin-endura-t22-pro-kit,1.0,high,https://www.vampirevape.co.uk/innokin-endura-t22-pro-vape-kit
vampirevape.co.uk,Aspire Bp Stik Kit,aspire bp stik pod kit,https://vapeonlinestore.co.uk/products/aspire-bp-stik-pod-kit,1.0,high,https://www.vampirevape.co.uk/aspire-bp-stik-kit-aqua-fade
vampirevape.co.uk,aspire bp stik replacement pod - 1pk,aspire bp stik replacement pods pack of 1,https://vapeonlinestore.co.uk/products/aspire-bp-stik-replacement-pods,1.0,high,https://www.vampirevape.co.uk/aspire-bp-stik-replacement-pod-1pk
vampirevape.co.uk,Voopoo Argus P1 Pod Kit,voopoo argus p1 pod vape kit,https://vapeonlinestore.co.uk/products/voopoo-argus-p1-pod-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-p1-pod-kit-bright-yellow
vampirevape.co.uk,voopoo pnp replacement pods ii - 2pk,voopoo pnp ii replacement pods,https://vapeonlinestore.co.uk/products/voopoo-pnp-ii-replacement-pod,1.0,high,https://www.vampirevape.co.uk/voopoo-pnp-replacement-pods-ii-black-2pk
vampirevape.co.uk,lost vape ub mini coils - 5pk,Lost Vape Ub Mini Coils,https://vapeonlinestore.co.uk/products/lost-vape-ub-mini-coils,1.0,high,https://www.vampirevape.co.uk/lost-vape-ub-mini-coils-5pk
vampirevape.co.uk,uwell caliburn g3 vape pod kit,uwell caliburn g3 pod vape kit,https://vapeonlinestore.co.uk/products/uwell-caliburn-g3-pod-kit,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-g3-vape-pod-kit
vampirevape.co.uk,vaporesso luxe q2 vape pod kit,vaporesso luxe q2 pod kit,https://vapeonlinestore.co.uk/products/vaporesso-luxe-q2-pod-kit,1.0,high,https://www.vampirevape.co.uk/vaporesso-luxe-q2-vape-pod-kit
vampirevape.co.uk,vaporesso eco nano replacement pods - 2pk,vaporesso eco nano replacement pods pack of 2,https://vapeonlinestore.co.uk/products/vaporesso-eco-nano-replacement-pods,1.0,high,https://www.vampirevape.co.uk/vaporesso-eco-nano-replacement-pods-2pk
vampirevape.co.uk,Geekvape Aegis Q Kit,geekvape aegis q kit,https://vapeonlinestore.co.uk/products/geekvape-aegis-q-kit,1.0,high,https://www.vampirevape.co.uk/geek-vape-aegis-q-kit-gray
vampirevape.co.uk,Freemax M Pro 3 Replacement,Freemax M Pro 3 Replacement,https://vapeonlinestore.co.uk/products/freemax-m-pro-3-replacement-glass,1.0,high,https://www.vampirevape.co.uk/freemax-m-pro-3-replacement-glass
vampirevape.co.uk,Voopoo Argus P1S Kit,voopoo argus p1s pod kit,https://vapeonlinestore.co.uk/products/voopoo-argus-p1s-pod-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-p1s-kit-cyber-black
vampirevape.co.uk,Vape Bar Salts Cherry Ice 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-cherry-ice-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Cherry Cola 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-cherry-cola-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Lemon And Lime 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-lemon-lime-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Menthol 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-menthol-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Pineapple Ice 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-pineapple-ice-10ml-e-liquid
vampirevape.co.uk,Vape Bar Salts Banana Ice 10Ml E-Liquid,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/vampire-vape-bar-salts-banana-ice-10ml-e-liquid
vampirevape.co.uk,uwell caliburn explorer empty replacement pods - 2pk,uwell caliburn explorer replacement pods,https://vapeonlinestore.co.uk/products/uwell-caliburn-explorer-replacement-pods,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-explorer-empty-replacement-pods-2pk
vampirevape.co.uk,Uwell Caliburn Explorer Vape Pod Kit,uwell caliburn explorer pod vape kit,https://vapeonlinestore.co.uk/products/uwell-caliburn-explorer-pod-vape-kit,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-explorer-vape-pod-kit-orange-and-black
vampirevape.co.uk,ske crystal plus prefilled vape kit,ske crystal plus prefilled vape pod kit,https://vapeonlinestore.co.uk/products/ske-crystal-plus-pod-kit,1.0,high,https://www.vampirevape.co.uk/ske-crystal-plus-prefilled-vape-kit
vampirevape.co.uk,voopoo drag s2 pod kit,voopoo drag s2 pod vape kit,https://vapeonlinestore.co.uk/products/voopoo-drag-s2-pod-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-drag-s2-vape-pod-kit
vampirevape.co.uk,Voopoo Drag Vape Pod Kit,Voopoo Drag Vape Kit,https://vapeonlinestore.co.uk/products/voopoo-drag-x2-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-drag-x2-vape-pod-kit
vampirevape.co.uk,Geekvape Wenax Q Mini Kit,Geekvape Wenax Q Mini Pod Kit,https://vapeonlinestore.co.uk/products/gradient-purple-geekvape-wenax-q-mini-pod-kit,1.0,high,https://www.vampirevape.co.uk/geek-vape-wenax-q-mini-kit-turquoise
vampirevape.co.uk,vaporesso luxe xr max vape pod kit,Vaporesso Luxe Xr Max Pod Kit,https://vapeonlinestore.co.uk/products/pink-vaporesso-luxe-xr-max-pod-kit,1.0,high,https://www.vampirevape.co.uk/vaporesso-luxe-xr-max-vape-pod-kit
vampirevape.co.uk,smok fetch pro replacement pods - rgc - 3pk,smok fetch pro rpm replacement pods,https://vapeonlinestore.co.uk/products/smok-fetch-pro-rpm-replacement-pods,1.0,reviewed,https://www.vampirevape.co.uk/smok-fetch-pro-replacement-pods-rgc-3pk
vampirevape.co.uk,aspire gotek pro vape pod kit,aspire gotek pro starter kit,https://vapeonlinestore.co.uk/products/aspire-gotek-pro-kit,1.0,high,https://www.vampirevape.co.uk/aspire-gotek-pro-vape-pod-kit
vampirevape.co.uk,vaporesso xros pro vape pod kit,Vaporesso Xros Pro Pod Vape Kit,https://vapeonlinestore.co.uk/products/vaporesso-xros-pro-pod-kit,1.0,high,https://www.vampirevape.co.uk/vaporesso-xros-pro-vape-pod-kit
vampirevape.co.uk,smok novo pro vape pod kit,smok novo pro pod kit,https://vapeonlinestore.co.uk/products/smok-novo-pro-pod-kit,1.0,high,https://www.vampirevape.co.uk/smok-novo-pro-vape-pod-kit
vampirevape.co.uk,Kit Silver,Pod Vape Kit 1800Mah Big Battery,https://vapeonlinestore.co.uk/products/smok-tech247-pod-vape-kit,1.0,reviewed,https://www.vampirevape.co.uk/smok-tech247-kit-silver
vampirevape.co.uk,Kit Red Black,Pod Vape Kit 1800Mah Big Battery,https://vapeonlinestore.co.uk/products/smok-tech247-pod-vape-kit,1.0,reviewed,https://www.vampirevape.co.uk/smok-tech247-kit-red-black
vampirevape.co.uk,Kit Pink Purple,Pod Vape Kit 1800Mah Big Battery,https://vapeonlinestore.co.uk/products/smok-tech247-pod-vape-kit,1.0,reviewed,https://www.vampirevape.co.uk/smok-tech247-kit-pink-purple
vampirevape.co.uk,Innokin Klypse Mecha Kit,innokin klypse mecha pod vape kit,https://vapeonlinestore.co.uk/products/innokin-klypse-mecha-pod-vape-kit,1.0,high,https://www.vampirevape.co.uk/innokin-klypse-mecha-kit-gold-glow
vampirevape.co.uk,voopoo argus pro 2 vape kit,voopoo argus pro 2 pod vape kit,https://vapeonlinestore.co.uk/products/voopoo-argus-pro-2-pod-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-pro-2-vape-kit
vampirevape.co.uk,Uwell Crown X Vape Pod Kit,uwell crown x pod vape kit,https://vapeonlinestore.co.uk/products/uwell-crown-x-pod-vape-kit,1.0,high,https://www.vampirevape.co.uk/uwell-crown-x-vape-pod-kit-forest-dawn
vampirevape.co.uk,uwell crown x empty replacement pods - 2pk,uwell crown replacement pods,https://vapeonlinestore.co.uk/products/crown-replacement-pods-by-uwell,1.0,high,https://www.vampirevape.co.uk/uwell-crown-x-empty-replacement-pods-2pk
vampirevape.co.uk,uwell crown m empty replacement pods - 2pk,uwell crown m replacement empty pod cartridges uwell vape pods,https://vapeonlinestore.co.uk/products/uwell-crown-m-replacement-pods,1.0,high,https://www.vampirevape.co.uk/uwell-crown-m-empty-replacement-pods-2pk
vampirevape.co.uk,geek vape zeus glass - 2ml,zeus replacement glass by geek vape,https://vapeonlinestore.co.uk/products/zeus-replacement-glass-by-geek-vape,1.0,high,https://www.vampirevape.co.uk/geek-vape-zeus-glass-2ml
vampirevape.co.uk,smok fetch pro replacement pods - rpm - 3pk,smok fetch pro rpm replacement pods,https://vapeonlinestore.co.uk/products/smok-fetch-pro-rpm-replacement-pods,1.0,high,https://www.vampirevape.co.uk/smok-fetch-pro-replacement-pods-rpm-3pk
vampirevape.co.uk,innokin vcap replacement pods - 1pk,innokin vcap replacement 2ml pods,https://vapeonlinestore.co.uk/products/innokin-vcap-replacement-pods,1.0,high,https://www.vampirevape.co.uk/innokin-vcap-replacement-pods-1pk
vampirevape.co.uk,aspire flexus pro replacement pods,aspire flexus pro replacement pods,https://vapeonlinestore.co.uk/products/aspire-flexus-pro-replacement-pods,1.0,high,https://www.vampirevape.co.uk/aspire-flexus-pro-replacement-pods
vampirevape.co.uk,gold bar reload prefilled vape kit,gold bar reload prefilled pod kit 20mg,https://vapeonlinestore.co.uk/products/gold-bar-600-puffs-prefilled-pod-kit,1.0,high,https://www.vampirevape.co.uk/gold-bar-reload-prefilled-vape-kit
vampirevape.co.uk,gold bar reload refill prefilled pods - 2pk,gold bar 600 puffs prefilled replacement pods pack of 2,https://vapeonlinestore.co.uk/products/gold-bar-600-puffs-prefilled-replacement-pods,1.0,reviewed,https://www.vampirevape.co.uk/gold-bar-reload-refill-prefilled-pods-2pk
vampirevape.co.uk,voopoo argus p2 vape pod kit,voopoo argus p2 vape pod kit,https://vapeonlinestore.co.uk/products/voopoo-argus-p2-vape-pod-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-p2-vape-pod-kit
vampirevape.co.uk,Voopoo Argus G2 Kit,voopoo argus g2 pod vape kit,https://vapeonlinestore.co.uk/products/argus-g2-pod-vape-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-g2-kit-iris-blue
vampirevape.co.uk,geek vape aegis legend 3 vape kit,geekvape aegis legend 3 kit,https://vapeonlinestore.co.uk/products/geekvape-aegis-legend-3-kit,1.0,high,https://www.vampirevape.co.uk/geek-vape-aegis-legend-3-vape-kit
vampirevape.co.uk,oxva xlim go vape pod kit,oxva xlim go pod starter kit,https://vapeonlinestore.co.uk/products/oxva-xlim-go-pod-kit,1.0,high,https://www.vampirevape.co.uk/oxva-xlim-go-vape-pod-kit
vampirevape.co.uk,vaporesso xros 4 vape pod kit,vaporesso xros 4 pod kit,https://vapeonlinestore.co.uk/products/vaporesso-xros-4-pod-kit,1.0,high,https://www.vampirevape.co.uk/vaporesso-xros-4-vape-pod-kit
vampirevape.co.uk,vaporesso xros 4 mini vape pod kit,vaporesso xros 4 mini pod kit,https://vapeonlinestore.co.uk/products/vaporesso-xros-4-mini-pod-kit,1.0,high,https://www.vampirevape.co.uk/vaporesso-xros-4-mini-vape-pod-kit
vampirevape.co.uk,Bar Salts 10Ml E-Liquid Concentrate,vampire vape bar salts 10ml e-liquid juice,https://vapeonlinestore.co.uk/products/vampire-vape-bar-salts-10ml,1.0,reviewed,https://www.vampirevape.co.uk/bar-salts-blue-razz-lemonade-10ml-e-liquid-concentrate
vampirevape.co.uk,voopoo argus e40 vape pod kit,voopoo argus e40 pod vape kit,https://vapeonlinestore.co.uk/products/voopoo-argus-e40-pod-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-argus-e40-vape-pod-kit
vampirevape.co.uk,vaporesso luxe x corex 2.0 mesh replacement pods - 2pk,vaporesso luxe x corex 2.0 replacement pods,https://vapeonlinestore.co.uk/products/vaporesso-luxe-x-corex-2-0-pods,1.0,high,https://www.vampirevape.co.uk/vaporesso-luxe-x-corex-2-0-mesh-replacement-pods-2pk
vampirevape.co.uk,lost mary 4 in 1 prefilled vape kit,Edition Lost Mary 4In1 Pod Kit,https://vapeonlinestore.co.uk/products/pineapple-edition-lost-mary-4-in-1,1.0,high,https://www.vampirevape.co.uk/lost-mary-4-in-1-prefilled-vape-kit
vampirevape.co.uk,uwell caliburn g3 lite vape pod kit,uwell caliburn g3 lite vape kit,https://vapeonlinestore.co.uk/products/uwell-caliburn-g3-lite-pod-kit,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-g3-lite-vape-pod-kit
vampirevape.co.uk,Innokin Endura 5 Vape Pod Kit,Innokin Endura 5 Pod Kit,https://vapeonlinestore.co.uk/products/innokin-endura-v-pod-kit,1.0,high,https://www.vampirevape.co.uk/innokin-endura-v-vape-pod-kit
