competitor,product,brand,type,status,vos_product_url,review_note,in_stock_flavours,flavours_in_stock,other_variants_in_stock,price_from,listings,example_listing,competitor_url,more_urls,closest_vos_product,closest_vos_score
ninja-vapes.co.uk,smok morph 2 starter kit 230w,smok,kit,not on VOS (reviewed),,VOS's Smok range has Morph 219 and Morph 3 but no Morph 2 - different generation.,0,,"colour: black, black carbon fiber, blue, brown, prism raindow, red, white blue, white red",34.99,1,Smok Morph 2 Starter Kit 230W,https://www.ninja-vapes.co.uk/product/smok-morph-2-starter-kit-230w,,Smok Novo 2 Pod Kit,0.4
ninja-vapes.co.uk,smok morph pod 80 kit,smok,kit,not on VOS (reviewed),,"VOS sells Smok Morph Pod-40, not Morph Pod 80 - different wattage/model variant.",0,,"colour: black, black blue, black brown, black green, black red, brown",29.99,1,Smok Morph Pod 80 Kit | Only £29.99,https://www.ninja-vapes.co.uk/product/smok-morph-pod-80-kit,,smok ipx 80 pod kit,0.4
ninja-vapes.co.uk,smok nfix mate pod kit,smok,kit,not on VOS (reviewed),,VOS sells Smok Nfix and Nfix Pro but not the Nfix Mate variant.,0,,"colour: 7 color, black, blue purple, green, grey, red, silver blue, silver.",23.99,1,Smok NFix Mate Pod Kit,https://www.ninja-vapes.co.uk/product/smok-nfix-mate-25w-pod-system-kit,,smok nfix pro pod kit,0.4
ninja-vapes.co.uk,smok scar mini kit,smok,kit,not on VOS (reviewed),,VOS's Smok Scar lineup only has Scar 18; no Scar Mini kit found.,0,,,29.99,1,SMOK Scar Mini Kit,https://www.ninja-vapes.co.uk/product/smok-scar-mini-kit,,smok scar 18 kit,0.2
ninja-vapes.co.uk,smok scar p5 kit,smok,kit,not on VOS (reviewed),,"VOS has Smok Scar 18 and Scar P3 pods, but no Scar P5 kit.",0,,"colour: black, fluid black white, fluid blue, fluid gold, fluid red, green stabilizing wood, red stabilizing wood",31.99,1,Smok Scar P5 Kit,https://www.ninja-vapes.co.uk/product/smok-scar-p5-kit,,smok scar 18 kit,0.2
ninja-vapes.co.uk,smok species 230w vape kit,smok,kit,not on VOS (reviewed),,"VOS sells the newer Vaporesso Species V2, not the original Species 230W kit - different generation.",0,,"colour: blue black, gold black, green black, raindow, red black",27.99,1,Smok Species 230W Vape Kit | Only £27.99,https://www.ninja-vapes.co.uk/product/smok-species-230w-vape-kit,,smok v2 species vape kit,0.2
ninja-vapes.co.uk,uwell crown m pod kit,uwell,kit,not on VOS (reviewed),,"VOS sells Uwell Crown 4/D/X kits and Crown M replacement pods only, no Crown M kit itself.",0,,"colour: black, blue, brown, orange",14.99,1,Uwell Crown M Pod Kit,https://www.ninja-vapes.co.uk/product/uwell-crown-m-pod-kit,,uwell crown d pod vape kit,0.45
ninja-vapes.co.uk,uwell kalmia pod vape kit,uwell,kit,not on VOS (reviewed),,No Uwell Kalmia kit appears anywhere in VOS's Uwell catalogue.,0,,"colour: calm cyan, gentle pink, innoc white, serene blue, youthful green",16.99,1,Uwell Kalmia Pod Vape Kit,https://www.ninja-vapes.co.uk/product/uwell-kalmia-pod-vape-kit,,,
ninja-vapes.co.uk,Vapengin Martian Puffs Prefilled Pods Kit,vapengin,kit,not on VOS (reviewed),,"This is the base Vapengin Martian X (10K) kit; VOS only lists the separate Martian X Lite 30K kit and Martian X pods, not the base kit.",6,juicy peach; pineapple strawberry; sour pineapple ice; strawberry kiwi; strawberry raspberry cherry; watermelon ice,,9.49,3,Box of 5 Vapengin Martian X 10K Puffs Prefilled Pod Kit | Only £39.99,https://www.ninja-vapes.co.uk/product/box-of-5-vapengin-martian-x-10k-puffs-prefilled-pod-kit,https://www.ninja-vapes.co.uk/product/box-of-10-vapengin-martian-x-10k-puffs-prefilled-pod-kit https://www.ninja-vapes.co.uk/product/vapengin-martian-x-10000-puffs-prefilled-pod-kit,vapengin martian x lite 30k puff pod kit,0.5
ninja-vapes.co.uk,vapengin venus 600 puffs prefilled pod kit,vapengin,kit,not on VOS (reviewed),,No Vapengin Venus model appears in VOS's Vapengin lineup (only Martian X Lite and Mercury).,4,peach ice; strawberry watermelon; tropical rainbow sky; watermelon ice,,5.99,1,Vapengin Venus 600 Puffs Prefilled Pod Kit | Only £5.99 | Any 3 for £15,https://www.ninja-vapes.co.uk/product/vapengin-venus-prefilled-kit,,,
ninja-vapes.co.uk,vaplay royal pod vape kit,vaplay,kit,not on VOS (reviewed),,VOS's Vaplay range only has the VP10000 kit and a nic salt; no Royal pod kit.,0,,"resistance: 0.6ohm, 0.8ohm",9.99,1,Vaplay Royal Pod Vape Kit | Only £9.99,https://www.ninja-vapes.co.uk/product/vaplay-royal-pod-vape-kit,,,
ninja-vapes.co.uk,vaporesso osmall 2 pod kit,vaporesso,kit,not on VOS (reviewed),,No Vaporesso Osmall 2 appears anywhere in VOS's Vaporesso catalogue.,0,,"colour: black, blue, gold, green, grey, pink, silver",10.99,1,Vaporesso Osmall 2 Pod Kit,https://www.ninja-vapes.co.uk/product/vaporesso-osmall-2-pod-kit,,vaporesso xros 2 pod kit,0.4
ninja-vapes.co.uk,vaporesso target pm30 pod kit,vaporesso,kit,not on VOS (reviewed),,"VOS has Target 200/100 and Target PM80 pods, but no Target PM30 kit.",0,,"colour: blue, silver",21.99,1,Vaporesso Target PM30 Pod Kit | £21.99 Only,https://www.ninja-vapes.co.uk/product/vaporesso-target-pm30-pod-kit,,vaporesso target 200 starter kit,0.15
ninja-vapes.co.uk,voopoo argus bar neon 2k puffs prefilled pod kit,voopoo,kit,not on VOS (reviewed),,"VOS's Argus Bar is 'Prime 6000 puffs', a different model/puff-count than the Argus Bar Neon 2K.",4,pineapple ice; strawberry raspberry; triple mango; watermelon ice,,5.99,1,VooPoo Argus Bar Neon 2K Puffs Prefilled Pod Kit | Only £5.99 | Any 3 for £15,https://www.ninja-vapes.co.uk/product/voopoo-argus-bar-neon-2k-kit,,Voopoo Argus A Pod Vape Kit,0.45
ninja-vapes.co.uk,voopoo vinci e80 pod vape kit,voopoo,kit,not on VOS (reviewed),,"VOS has Vinci E120, not E80 - different generation/wattage.",0,,"colour: black, gold, green, metal grey, orange red gradient, purple gold gradient, rose red",25.99,1,VooPoo Vinci E80 Pod Vape Kit,https://www.ninja-vapes.co.uk/product/voopoo-vinci-e80-pod-kit,,voopoo vinci s vape pod kit,0.3
ninja-vapes.co.uk,Mini Stackable Pod Vape Kit By Zlabs Only Device,zlabs only device,kit,not on VOS (reviewed),,No ZLabs/ZLand products found on VOS; only unrelated mini pod kits from other brands.,1,zland,"colour: black, blue, grey, red",6.99,1,ZLand Mini Stackable Pod Vape Kit by ZLabs (ONLY DEVICE) | Only £6.99,https://www.ninja-vapes.co.uk/product/zland-mini-stackable-pod-vape-kit-by-zlabs,,,
ninja-vapes.co.uk,10Ml Nic Salt E-Liquid,?,nicsalt,not on VOS (reviewed),,Generic own-brand nic salt (Angel/Fizzy Cherry) with no matching brand line on VOS.,6,angel pink lemonade; banana split; fizzy cherry ice; lemon breeze; pineapple freeze; watermelon ice,"strength: 10mg, 20mg",1.99,6,Fizzy Cherry Ice 10ml Nic Salt E-Liquid,https://www.ninja-vapes.co.uk/product/fizzy-cherry-angel-nic-salt,https://www.ninja-vapes.co.uk/product/pineapple-freeze-nic-salt-oxva-ox-passion https://www.ninja-vapes.co.uk/product/watermelon-ice-nic-salt-e-liquid-gold-bar https://www.ninja-vapes.co.uk/product/lemon-breeze-angel-nic-salt,,
ninja-vapes.co.uk,Cp Pro Nic Salt 10Ml,?,nicsalt,not on VOS (reviewed),,"VOS carries Crystal Pro Max nic salts, but not the plain 'CP Pro' range (different tier/version).",20,blue raspberry gummy bear; blue sour raspberry; blueberry cherry cranberry; blueberry raspberry; cherry ice; fizzy cherry; fresh mint; gummy bear; hbubba; juicy peach; lemon lime; mr blue; pink lemonade; skitz; sour pineapple ice; strawberry kiwi; strawberry raspberry blueberry; strawberry raspberry ice; summer dream; triple mango,"strength: 10mg, 20mg",2.49,2,Box of 10 CP Pro Nic Salts 10ml | £14.99 Only,https://www.ninja-vapes.co.uk/product/box-of-10-cp-pro-nic-salts-10ml,https://www.ninja-vapes.co.uk/product/cp-pro-nic-salts-10ml,Hayati Pro Max 10Ml Nic Salt E-Liquid,0.25
ninja-vapes.co.uk,Nic Salt Bubblegum Juicyfroot 10Ml,?,nicsalt,not on VOS (reviewed),,"This is X Series nic salt; VOS lookalikes are all Bar Series, no X Series match.",1,x series,"strength: 10mg, 20mg",2.49,1,X Series Nic Salt Bubblegum Juicyfroot 10ml,https://www.ninja-vapes.co.uk/product/x-series-nic-salt-bubblegum-juicyfroot-10ml,,,
ninja-vapes.co.uk,Nic Salt Frozen Grape 10Ml,?,nicsalt,not on VOS (reviewed),,X Series nic salt brand not found on VOS (only Bar Series shown).,1,x series,"strength: 10mg, 20mg",2.49,1,X Series Nic Salt Frozen Grape 10ml,https://www.ninja-vapes.co.uk/product/x-series-nic-salt-frozen-grape-10ml,,,
ninja-vapes.co.uk,Nic Salt Purple Slush 10Ml,?,nicsalt,not on VOS (reviewed),,X Series nic salt brand not found on VOS.,1,x series,"strength: 10mg, 20mg",2.49,1,X Series Nic Salt Purple Slush 10ml,https://www.ninja-vapes.co.uk/product/x-series-nic-salt-purple-slush-10ml,,slush hut 10ml nic salts 10mg and 20mg,0.25
ninja-vapes.co.uk,Vado 10Ml Nic Salt,?,nicsalt,not on VOS (reviewed),,Vado brand nic salt not found among VOS lookalikes (all different brands).,42,apple; banana; bens g s; berry tunes; black ice; black jack; blackcurrant; blue ice; blue raspberry lemonade; blue sour raspberry; blueberry; bubblegum; candy; cherry; cherry tunes; classic tobacco; coffee; cola; double menthol; g virg tobacco; grape; gummy bear; hznberg blue h; ice mint; ice mix berry; kiwi passion fruit guava; mango strawberry; menthol; orange; pink lemonade; rainbow sweets; raspberry; raspberry mint; red juice; spearmint; star blast; strawberry; strawberry kiwi; strawberry raspberry cherry; tobacco; vmt; watermelon,"strength: 12mg, 18mg, 3mg, 6mg",2.99,2,Box of 10 Vado 10ml Nic Salt | Only £19.99,https://www.ninja-vapes.co.uk/product/box-of-10-vado-10ml-nic-salt,https://www.ninja-vapes.co.uk/product/vado-10ml-nic-salt,,
ninja-vapes.co.uk,box of 10 jnp bar salt 6000 nic salts 10ml,?,nicsalt,not on VOS (reviewed),,JNP Bar Salt 6000 brand not found on VOS; lookalikes are other bar-style brands.,25,aloe vera grape; banana ice; black mamba; blackcurrant aniseed; blue cherry pineapple; blue raspberry gummy bear; blue sour raspberry; blueberry cherry cranberry; blueberry raspberry; bronco tobacco; bru ice; caribbean crush; cherry cola; double apple shisha; french vanilla latte; fresh mint; juicy peach; kiwi passion fruit guava; mix berry; mr blue; pineapple ice; strawberry banana; strawberry raspberry cherry; summer dream; watermelon breeze,"strength: 10mg, 20mg",16.99,1,Box of 10 JNP Bar Salt 6000 Nic Salts 10ml | Only £16.99,https://www.ninja-vapes.co.uk/product/box-of-10-jnp-bar-salt-6000-nic-salt-10ml,,ivg 6000 10ml salt e-liquid,0.55
ninja-vapes.co.uk,juice bar 10ml nic salt 30+ flavours,?,nicsalt,not on VOS (reviewed),,'Juice Bar' brand (word order reversed from Bar Juice 5000) not matched among VOS lookalikes.,31,apple peach; berry ice; blue raspberry lemonade; blue raspberry sour; blue slushy; blueberry; blueberry cherry cranberry; blueberry pomegranate; blueberry raspberry; cherry ice; cola; cotton candy; energy ice; grape; gummy bear; honey melon ice; kiwi passion fruit guava; lady pink; lemon lime; mango mix berry; mr blue; peach ice; pineapple peach mango; pink lemonade; skittz; strawberry ice; strawberry ice cream; strawberry watermelon bubblegum; strawberry watermelon kiwi; vanilla custard; watermelon ice,"strength: 10mg, 20mg",3.49,1,Juice Bar 10ml Nic Salt | 30+ Flavours,https://www.ninja-vapes.co.uk/product/juice-bar-10ml-nic-salts,,cuttwood bar 10ml nic salts e-liquid,0.2
ninja-vapes.co.uk,seriously fusionz salty nic salts 10ml,?,nicsalt,not on VOS (reviewed),,"VOS only has Doozy 'Seriously Tropical', not the 'Seriously Fusionz' sub-line.",6,cherry sour raspberry; fantasia grape; strawberry watermelon ice; triple berry ice; tropical ice; white peach lemon,"strength: 10mg, 20mg, 5mg",2.99,1,Seriously Fusionz Salty Nic Salts 10ml,https://www.ninja-vapes.co.uk/product/doozy-seriously-fusionz-salty-nic-salts-10ml,,Doozy Vape Seriously Tropical 10Ml Nic Salt E-Liquid,0.2
ninja-vapes.co.uk,seriously salty nic salts 10ml,?,nicsalt,not on VOS (reviewed),,"VOS only has Doozy 'Seriously Tropical', not 'Seriously Salty'.",6,arctic berry; berry watermelon; blackcurrant lemonade; blue raspberry ice; frozen apple berry; ice berg,"strength: 10mg, 20mg, 5mg",2.99,1,Seriously Salty Nic Salts 10ml,https://www.ninja-vapes.co.uk/product/doozy-seriously-salty-nic-salts-10ml,,Doozy Vape Seriously Tropical 10Ml Nic Salt E-Liquid,0.25
ninja-vapes.co.uk,seriously soda salts nic salts 10ml,?,nicsalt,not on VOS (reviewed),,"VOS only has Doozy 'Seriously Tropical', not 'Seriously Soda Salts'.",6,blue raspberry lemonade; blue wing; fruity fusion; guava passion; tropical twist; true mix,"strength: 10mg, 20mg",2.99,1,Seriously Soda salts Nic Salts 10ml,https://www.ninja-vapes.co.uk/product/doozy-seriously-soda-salts-nic-salts-10ml,,Ivg Salts 10Ml E-Liquid Juice,0.45
ninja-vapes.co.uk,sigliq 5000 nic salts 10ml,?,nicsalt,not on VOS (reviewed),,SigLIQ 5000 brand not found among VOS's 5000-series nic salts.,16,blue raspberry; blue raspberry berry; blue raspberry blackcurrant; blue raspberry cherry; blue raspberry grape; blue raspberry lemonade; blue raspberry mango; blue slush; blueberry raspberry pomegranate; grape ice; kiwi passion guava; mango ice; mango peach watermelon; pink lemonade; vimmy ice; watermelon ice,"strength: 10mg, 20mg",2.99,1,SigLIQ 5000 Nic Salts 10ml,https://www.ninja-vapes.co.uk/product/sig-liq-5000-nic-salts-10ml,,ultimate bar 5000 nic salts e-liquid,0.55
ninja-vapes.co.uk,aroma king nic salt 10ml,aroma king,nicsalt,not on VOS (reviewed),,"VOS only sells Aroma King disposables/pouches, not Aroma King nic salt e-liquid.",20,banana ice; blue fusion; blue raspberry cherry; blue sour raspberry; coffee tobacco; fizzy cola; gummy bear; lemon lime; mango ice; mint; mix berry; passion kiwi guava; peach ice; pineapple ice; pink lemonade; red apple watermelon; red fuel; strawberry kiwi; strawberry watermelon bubblegum; watermelon burst,strength: 20mg,9.99,1,Aroma King Nic Salt 10ml | Only £9.99,https://www.ninja-vapes.co.uk/product/aroma-king-nic-salts-10ml,,,
ninja-vapes.co.uk,Juice Nic Salt E-Liquid By Baa Juice,baa juice,nicsalt,not on VOS (reviewed),,Baa Juice brand not found among VOS's nic salt lookalikes.,17,apple watermelon; banana ice; blue raspberry bubblegum; cherry cola; fresh orange fizz; kiwi passion fruit guava; lemon lime; mango passion fruit ice; pineapple; pink lemonade; raspberry watermelon; sour blue raspberry; strawberry cherry raspberry; strawberry ice; tropical; watermelon ice; watermelon mojito,"strength: 10mg, 20mg, 5mg",3.95,17,Tropical Juice Nic Salt E-Liquid by Baa Juice,https://www.ninja-vapes.co.uk/product/tropical-juice-nic-salt-baa-juice,https://www.ninja-vapes.co.uk/product/apple-watermelon-nic-salt-baa-juice https://www.ninja-vapes.co.uk/product/watermelon-mojito-nic-salt-baa-juice https://www.ninja-vapes.co.uk/product/mango-passionfruit-ice-nic-salt-baa-juice,,
ninja-vapes.co.uk,bar juice dr frost arctic edition 10ml nic salt,bar juice,nicsalt,not on VOS (reviewed),,"Bar Juice x Dr Frost Arctic Edition flavours (arctic blue ice, coconut lemonade ice, etc.) are not among VOS's Bar Juice 5000 flavours.",8,apple black honeydew ice; arctic blue ice; blueberry raspberry ice; cherry cola ice; coconut lemonade ice; mango pineapple ice; strawberry coconut ice cream; strawmelon ice,"strength: 10mg, 20mg",2.99,1,Bar Juice Dr Frost Arctic Edition 10ml Nic Salt,https://www.ninja-vapes.co.uk/product/bar-juice-dr-frost-arctic-edition-nic-salt,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Bar Series Blends,bar series blends,nicsalt,not on VOS (reviewed),,"Bar Series Blends (two-flavour combos) is a distinct sub-line; VOS only lists standard single-flavour Bar Series nic salts, no blends product.",4,blue sour raspberry x lemon lime; blueberry ice x mango ice; cherry fizz x cola ice; green apple x cherry fizz,"strength: 10mg, 20mg, 5mg | resistance: 10mg, 20mg, 5mg",2.95,4,Blueberry Ice X Mango Ice Nic Salt E-Liquid by Bar Series Blends,https://www.ninja-vapes.co.uk/product/blueberry-ice-mango-ice-nic-salt-bar-series-blends,https://www.ninja-vapes.co.uk/product/blue-sour-razz-lemon-lime-nic-salt-bar-series-blends https://www.ninja-vapes.co.uk/product/cherry-fizz-cola-ice-nic-salt-bar-series-blends https://www.ninja-vapes.co.uk/product/green-apple-cherry-fizz-nic-salt-bar-series-blends,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Bar Series Desserts,bar series desserts,nicsalt,not on VOS (reviewed),,"Bar Series Desserts flavours (banana caramel, cherry bakewell, vanilla custard) don't match VOS's Bar Series nic salt listing, which is the fruit/mint/cola range.",6,banana caramel; blueberry swirl; cherry bakewell; creamy toffee; lemon dream; vanilla custard,"strength: 10mg, 20mg, 5mg",2.95,6,Lemon Dream Nic Salt E-liquid by Bar Series Desserts,https://www.ninja-vapes.co.uk/product/lemon-dream-nic-salt-bar-series-desserts,https://www.ninja-vapes.co.uk/product/blueberry-swirl-nic-salt-bar-series-desserts https://www.ninja-vapes.co.uk/product/banana-caramel-nic-salt-bar-series-desserts https://www.ninja-vapes.co.uk/product/cherry-bakewell-nic-salt-bar-series-desserts,,
ninja-vapes.co.uk,10Ml Nic Salt E-Liquid By Brutal,brutal,nicsalt,not on VOS (reviewed),,Brutal is not mentioned anywhere in VOS's same-brand or lookalike lists.,4,mr jack; raspberry sour; red black; sour strawberry bubblegum,"strength: 11mg, 20mg",3.95,4,Sour Strawberry Bubblegum 10ml Nic Salt E-Liquid by Brutal,https://www.ninja-vapes.co.uk/product/sour-strawberry-bubblegum-10ml-nic-salt-e-liquid-brutal,https://www.ninja-vapes.co.uk/product/red-black-10ml-nic-salt-eliquid-brutal https://www.ninja-vapes.co.uk/product/raspberry-sour-10ml-nic-salt-e-liquid-brutal https://www.ninja-vapes.co.uk/product/mr-jack-10ml-nic-salt-e-liquid-brutal,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Donut King Salts,donut king salts,nicsalt,not on VOS (reviewed),,Donut King Salts brand does not appear in VOS's lists.,5,delightful lemon; double apple; dragon raspberry grape; strawberry kiwi bubblegum; watermelon ice,"strength: 10mg, 20mg",3.95,5,Double Apple Nic Salt E-Liquid by Donut King Salts,https://www.ninja-vapes.co.uk/product/double-apple-nic-salt-eliquid-donut-king-salts,https://www.ninja-vapes.co.uk/product/dragon-razz-grape-nic-salt-eliquid-donut-king-salts https://www.ninja-vapes.co.uk/product/watermelon-ice-nic-salt-eliquid-donut-king-salts https://www.ninja-vapes.co.uk/product/strawberry-kiwi-bubblegum-nic-salt-donut-king,,
ninja-vapes.co.uk,Mix Nic Salt E-Liquid By Doozy Mix Salts,doozy mix salts,nicsalt,not on VOS (reviewed),,"Doozy Mix Salts is not among VOS's Doozy Vape Co products (VOS has Infinity, Seriously Tropical, Temptations, Tropix, shortfills, etc. but no Mix Salts).",1,berry,"strength: 10mg, 20mg, 5mg",3.95,1,Mixed Berries Nic Salt E-Liquid by Doozy Mix Salts,https://www.ninja-vapes.co.uk/product/mixed-berries-nic-salt-doozy-mix-salts,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Doozy Mix Salts,doozy mix salts,nicsalt,not on VOS (reviewed),,Doozy Mix Salts is not among VOS's Doozy Vape Co products.,5,bubblegum; cream tobacco; gummy bear; pink lemonade; sour blue raspberry apple,"strength: 10mg, 20mg, 5mg",3.95,5,Bubble Gum Nic Salt E-Liquid by Doozy Mix Salts,https://www.ninja-vapes.co.uk/product/bubble-gum-nic-salt-doozy-mix-salts,https://www.ninja-vapes.co.uk/product/cream-tobacco-nic-salt-doozy-mix-salts https://www.ninja-vapes.co.uk/product/gummy-bear-nic-salt-doozy-mix-salts https://www.ninja-vapes.co.uk/product/pink-lemonade-nic-salt-doozy-mix-salts,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Doozy Temptations,doozy temptations,nicsalt,not on VOS (reviewed),,"VOS only stocks Doozy Temptations as a 100ml shortfill (doozy-temptations-e-liquid-100ml-shortfill), not as a 10ml nic salt.",4,banana split; ice cream cake; jam tart; muffin delight,"strength: 10mg, 20mg",4.95,4,Ice Cream Cake Nic Salt E-Liquid by Doozy Temptations,https://www.ninja-vapes.co.uk/product/ice-cream-cake-nic-salt-doozy-temptations,https://www.ninja-vapes.co.uk/product/jam-tart-nic-salt-doozy-temptations https://www.ninja-vapes.co.uk/product/banana-split-nic-salt-doozy-temptations https://www.ninja-vapes.co.uk/product/muffin-delight-nic-salt-doozy-temptations,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Doozy Tropix,doozy tropix,nicsalt,not on VOS (reviewed),,"VOS only stocks Doozy Tropix as a 50ml shortfill (doozy-tropix-shortfill-50ml-e-liquid), not as a 10ml nic salt.",3,hawaii; rio; tahiti,"strength: 10mg, 20mg",4.95,3,Hawaii Nic Salt E-Liquid by Doozy Tropix,https://www.ninja-vapes.co.uk/product/hawaii-nic-salt-doozy-tropix,https://www.ninja-vapes.co.uk/product/tahiti-nic-salt-doozy-tropix https://www.ninja-vapes.co.uk/product/rio-nic-salt-doozy-tropix,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Doozy,doozy vape co,nicsalt,not on VOS (reviewed),,"Plain 'Doozy' nic salt range (tropical slush, apple mango, frozen berry) isn't in VOS's list; VOS's plain Doozy Vape product is a 50ml shortfill, not a nic salt.",5,apple mango; fizzy lemon; frozen berry; tropical slush; vanilla custard,"strength: 10mg, 20mg",4.95,5,Tropical Slush Nic Salt E-Liquid by Doozy,https://www.ninja-vapes.co.uk/product/tropical-slush-nic-salt-doozy,https://www.ninja-vapes.co.uk/product/fizzy-lemon-nic-salt-doozy https://www.ninja-vapes.co.uk/product/apple-mango-nic-salt-doozy https://www.ninja-vapes.co.uk/product/frozen-berries-nic-salt-doozy,,
ninja-vapes.co.uk,doozy mix salts nic salts 10ml,doozy vape co,nicsalt,not on VOS (reviewed),,Doozy Mix Salts nic salts 10ml sub-range is absent from VOS's Doozy Vape Co lineup.,6,bubblegum; cream tobacco; gummy bear; mix berry; pink lemonade; sour blue raspberry,"strength: 10mg, 20mg, 5mg",2.99,1,Doozy Mix Salts Nic Salts 10ml,https://www.ninja-vapes.co.uk/product/doozy-mix-salts-nic-salts-10ml,,seriously bar salts 10ml juice,0.35
ninja-vapes.co.uk,doozy seriously clear nic salts,doozy vape co,nicsalt,not on VOS (reviewed),,Doozy Seriously Clear nic salts not found among VOS's Doozy products; the closest lookalikes are a different brand (Crystal Clear).,6,blueberry sour cherry; rubi passion ice; sour blue dust; sour tropical burst; strawberry sour raspberry; strawberry twist,"strength: 10mg, 20mg, 5mg",2.99,1,Doozy Seriously Clear Nic Salts | Any 5 for £10,https://www.ninja-vapes.co.uk/product/doozy-seriously-clear-nic-salts-10ml,,Doozy Vape Seriously Tropical 10Ml Nic Salt E-Liquid,0.4
ninja-vapes.co.uk,doozy seriously shisha nic salts 10ml,doozy vape co,nicsalt,not on VOS (reviewed),,Doozy Seriously Shisha nic salts not found among VOS's Doozy products; closest lookalike is a different brand (Nasty Shisha).,2,apple apple; misty blue,"strength: 10mg, 20mg, 5mg",2.99,1,Doozy Seriously Shisha Nic salts 10ml,https://www.ninja-vapes.co.uk/product/doozy-seriously-shisha-salts,,Doozy Vape Seriously Tropical 10Ml Nic Salt E-Liquid,0.4
ninja-vapes.co.uk,doozy temptations nic salts 10ml,doozy vape co,nicsalt,not on VOS (reviewed),,"VOS only stocks Doozy Temptations as a 100ml shortfill, not as 10ml nic salts.",5,banana split; ice cream cake; jam tart; muffin delight; strawberry milk,"strength: 10mg, 20mg",2.99,1,Doozy Temptations Nic Salts 10ml,https://www.ninja-vapes.co.uk/product/doozy-temptations-nic-salts-10ml,,,
ninja-vapes.co.uk,doozy tropix nic salts 10ml,doozy vape co,nicsalt,not on VOS (reviewed),,"VOS only stocks Doozy Tropix as a 50ml shortfill, not as 10ml nic salts.",3,fiji; hawaii; rio,"strength: 10mg, 20mg",2.99,1,Doozy Tropix Nic Salts 10ml,https://www.ninja-vapes.co.uk/product/doozy-tropix-nic-salts-10ml,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Dr Frost,dr frost,nicsalt,not on VOS (reviewed),,VOS stocks Dr Frost only as 50ml/100ml shortfills; no Dr Frost 10ml nic salt line is listed.,7,apple black honeydew ice; arctic blue ice; blueberry raspberry ice; cherry cola ice; coconut lemonade ice; mango pineapple ice; strawberry coconut ice cream,"strength: 10mg, 20mg",2.95,7,Arctic Blue Ice Nicotine Salt E-Liquid by Dr Frost,https://www.ninja-vapes.co.uk/product/arctic-blue-ice-nicotine-salt-dr-frost,https://www.ninja-vapes.co.uk/product/cherry-cola-ice-nicotine-salt-dr-frost https://www.ninja-vapes.co.uk/product/blueberry-raspberry-ice-nicotine-salt-dr-frost https://www.ninja-vapes.co.uk/product/strawberry-coconut-ice-cream-nicotine-salt-dr-frost,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Jack Rabbit,jack rabbit,nicsalt,not on VOS (reviewed),,No Jack Rabbit products on VOS; lookalikes are all different brands.,5,banoffee pie; blueberry duffin; custard doughnut; mandarin cheesecake; strawberry cheesecake,"strength: 10mg, 20mg, 5mg",2.95,5,Banoffee Pie Nic Salt E-Liquid by Jack Rabbit,https://www.ninja-vapes.co.uk/product/banoffee-pie-nic-salt-jack-rabbit,https://www.ninja-vapes.co.uk/product/custard-doughnut-nic-salt-jack-rabbit https://www.ninja-vapes.co.uk/product/mandarin-cheesecake-nic-salt-jack-rabbit https://www.ninja-vapes.co.uk/product/strawberry-cheesecake-nic-salt-jack-rabbit,,
ninja-vapes.co.uk,Bar Nic Salt E-Liquid By Just Juice,just juice,nicsalt,not on VOS (reviewed),,"VOS only has Just Juice Ice, shortfill and Tobacco Club, not the Bar nic salt range with these flavours.",8,cherry; cola; dragon fruit raspberry; grape aloe; lemon lime; orange clementine; pineapple; watermelon,"strength: 10mg, 20mg, 5mg",3.95,8,Cola Bar Nic Salt E-Liquid by Just Juice,https://www.ninja-vapes.co.uk/product/cola-bar-nic-salt-e-liquid-just-juice,https://www.ninja-vapes.co.uk/product/pineapple-bar-nic-salt-e-liquid-just-juice https://www.ninja-vapes.co.uk/product/orange-clementine-bar-nic-salt-e-liquid-just-juice https://www.ninja-vapes.co.uk/product/dragon-fruit-raspberry-bar-nic-salt-e-liquid-just-juice,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Just Juice,just juice,nicsalt,not on VOS (reviewed),,"VOS only has Just Juice Ice, shortfill and Tobacco Club, not this main Just Juice nic salt range.",14,apple pear on ice; banana mango; berry burst; berry burst lemonade; blood orange guava; cherimoya grapefruit berry; guanabana lime on ice; kiwi cranberry on ice; lemonade; mango blood orange on ice; mango passion fruit; pineapple papaya coconut; strawberry curuba; watermelon cherry,"strength: 11mg, 20mg, 5mg",4.95,14,Mango & Passion Fruit Nic Salt E-Liquid by Just Juice,https://www.ninja-vapes.co.uk/product/mango-passion-fruit-nic-salt-just-juice,https://www.ninja-vapes.co.uk/product/blood-orange-guava-nic-salt-eliquid-just-juice https://www.ninja-vapes.co.uk/product/apple-pear-on-ice-nic-salt-just-juice https://www.ninja-vapes.co.uk/product/guanabana-lime-on-ice-nic-salt-eliquid-just-juice,,
